5.646837677766112229e-01 6.238650964024535783e-01 1.077410979790675905e+00 6.455827570570269458e-01 6.147475943947056098e-01 7.846833803444120958e-01 1.135031998467002978e+00 1.198009340380189691e+00
7.683882251018897547e-01 5.567598932809445511e-01 5.325450324637107657e-01 5.605142391380171230e-01 1.426277354078077764e+00 1.474810938301326146e+00 1.199327689860584467e+00 1.321965638778089369e+00
1.092209722776063652e+00 1.406056475879084111e+00 1.062325434744023855e+00 5.738658357268739962e-01 5.772713475581245923e-01 9.937575285784123746e-01 1.067917841454284922e+00 1.041854498563723919e+00
8.841777572664643037e-01 7.399433883356725250e-01 8.910025807152118782e-01 1.326109451219705804e+00 7.456546948214840542e-01 9.296924289897322558e-01 1.000923970367271654e+00 1.082771253412473822e+00
8.696850133023168450e-01 1.186341080747146393e+00 1.185280205319413804e+00 6.975834656117251287e-01 1.442867230492249186e+00 8.892292045543657153e-01 1.485054584847085302e+00 1.374494379531364885e+00
8.942224883713008055e-01 6.329225032118233063e-01 1.083953541258994013e+00 7.075913537935498709e-01 7.144463651944953364e-01 1.468094709521434504e+00 9.981604193710716943e-01 1.161176335941803250e+00
8.546471872279266524e-01 5.761955961038274232e-01 1.268969962053096534e+00 6.028759466778550458e-01 1.310632914663487192e+00 6.505204003337423657e-01 6.287368878055051846e-01 1.048217066492229232e+00
9.109788983674100837e-01 5.954214302970466388e-01 1.221560942469788635e+00 1.229651970557920082e+00 1.270453441264925099e+00 6.265518627522834727e-01 8.404835706816291552e-01 1.287299147927001508e+00
9.373647355491416810e-01 7.587740626878376471e-01 1.368078787640189198e+00 9.088607243860504781e-01 1.418239748009554102e+00 9.814464686471062738e-01 1.339052728863373787e+00 1.203807537996607335e+00
5.489705914005746923e-01 1.100956885079833913e+00 8.212838497797245729e-01 1.024893783582228934e+00 8.851109804832150152e-01 8.354111531916055267e-01 8.884951338806935661e-01 1.449011382608868193e+00
1.020638956479831494e+00 8.484225127501811015e-01 1.297910354630116281e+00 9.696053609059520628e-01 1.470552083968181600e+00 6.733944149295737480e-01 7.351110287863953374e-01 1.484803282964336724e+00
5.895103797623073572e-01 1.265637773885698536e+00 5.672858410992951406e-01 5.809659331032809293e-01 1.345797397126371031e+00 1.198186166254703311e+00 7.782825918317772818e-01 1.351232460378240852e+00
9.467011707329695547e-01 9.133948589642056914e-01 8.595184242333844260e-01 7.270930860524783546e-01 9.897422911998711159e-01 1.491761766463635119e+00 5.306705020942675821e-01 1.215850275166693306e+00
6.495493913518137763e-01 7.223923472771797138e-01 7.945969542774924399e-01 7.796337246248861153e-01 1.343711248718692852e+00 1.381223368629120873e+00 1.468132910147182280e+00 1.077299725820881182e+00
8.309829164427070536e-01 7.794737612200033361e-01 5.152981845816343442e-01 1.031342649444512594e+00 1.178720316410592606e+00 7.334265789315810302e-01 5.516203697864782152e-01 1.463402693741415073e+00
6.737967412808556489e-01 1.447691019624830044e+00 7.644263219850104818e-01 1.349510454410598470e+00 7.974764226520829613e-01 1.444474890749467111e+00 6.927168509558354614e-01 1.179343328375460409e+00
7.720809228138971747e-01 1.147950389511010805e+00 1.016670794854983351e+00 1.177852764758165360e+00 1.201646285401095415e+00 1.214219897402039727e+00 1.370238066648312270e+00 1.333750787953684513e+00
9.199485503729022406e-01 5.357287294438726200e-01 1.481749740358780931e+00 8.498618271722258033e-01 1.010054637366713859e+00 1.046235816704804034e+00 6.529941682186589658e-01 1.261458310463461796e+00
7.342695468817317384e-01 1.055457318254385157e+00 9.886372652420825080e-01 8.256510045818854504e-01 6.009995467418847159e-01 1.343466937649485882e+00 1.020036657311777395e+00 1.305000821085513296e+00
7.097823075546088045e-01 1.261152163477471611e+00 8.535945387109752369e-01 1.373751389023534664e+00 1.069367002858736093e+00 5.895923452358130534e-01 1.301037455568541334e+00 1.061102646367762858e+00
1.000828587825927762e+00 1.360270205363177443e+00 9.423410056318577421e-01 9.430465608038727243e-01 9.409915354584654779e-01 1.398123753600195585e+00 1.418472130102148565e+00 1.117990547389308365e+00
7.187514954868968742e-01 5.909256769319892744e-01 1.115889659185093752e+00 1.202452067205504349e+00 1.327730814411168137e+00 6.663891100171465132e-01 1.399829803193011646e+00 1.483251587718493303e+00
9.906867190542200108e-01 8.134153038587690343e-01 6.032163468878035673e-01 9.233013844506798851e-01 1.389561263135592917e+00 5.260628515963130525e-01 6.141833869120818523e-01 1.167995540206844041e+00
7.439321161046817954e-01 8.315005315600986213e-01 1.341048585548258343e+00 1.120541388588916831e+00 1.282620200204301231e+00 9.594082803175234542e-01 1.356056533203349623e+00 1.153466015394330135e+00
5.790673850821081992e-01 7.063328867828140289e-01 1.132514187224322288e+00 1.206799911564451211e+00 8.726993921863828163e-01 1.263375049418074880e+00 1.094772016506392553e+00 1.128950163012606422e+00
6.105853392782105704e-01 7.823981591152955328e-01 1.148938956640291886e+00 8.670493205233034129e-01 6.317170359974157989e-01 7.747366116634610833e-01 9.749274461619714671e-01 1.010713355602249841e+00
7.417141478382139885e-01 1.335282602555972531e+00 9.249460859092336618e-01 1.253081790278235630e+00 5.290495387195421895e-01 1.320948507733492594e+00 5.379030218067316627e-01 1.414535988380106302e+00
1.026422216102128360e+00 1.083643535089636956e+00 6.102682534099336253e-01 6.696798439437176009e-01 1.462041823848780897e+00 1.091733766649689130e+00 1.273205870798232553e+00 1.095467520989506838e+00
6.565461435843458204e-01 8.865102075143647120e-01 1.009030782432752904e+00 1.444452426830037828e+00 5.429388078581104393e-01 1.144020574197615492e+00 1.166320429699319039e+00 1.380903000885024046e+00
6.891738633913981893e-01 9.057435999766542123e-01 6.725868373093968344e-01 9.007753741265138725e-01 7.602169892992771683e-01 1.015270102423537768e+00 1.208346496832429562e+00 1.220733341423101415e+00
5.695023875941671587e-01 6.956039475194641941e-01 1.326722631673403985e+00 1.387495052095164993e+00 1.020946869776066634e+00 9.110024560091416479e-01 1.061590328685476869e+00 1.063021081436849480e+00
7.591308335421698139e-01 1.120084317131954332e+00 1.392973920269400034e+00 5.377050528435897148e-01 5.128096081816622132e-01 5.500974438035211023e-01 7.580630939560708548e-01 1.386413083318157824e+00
6.640424091350995983e-01 1.477985418709848453e+00 1.387609872144119905e+00 6.348586011425843001e-01 6.538685035380125132e-01 8.694330752466121748e-01 1.231488800196972377e+00 1.033630462814263629e+00
7.833471651289716231e-01 1.007609114120713523e+00 8.417862999316524375e-01 8.074346994111655240e-01 6.734492925741677460e-01 7.091546530682955041e-01 1.041576797614821581e+00 1.005178842117872451e+00
9.781854650203071211e-01 9.398906691118813495e-01 1.359287918768693926e+00 1.248337481254484960e+00 1.142863305175532140e+00 1.372670005231005019e+00 1.121950811543912740e+00 1.472667068804825341e+00
9.574129948394702883e-01 1.034677285784276979e+00 1.242098225899535890e+00 5.193667135361270670e-01 1.222517247582189714e+00 8.027911630734076986e-01 7.124906151666969834e-01 1.112592284085749617e+00
5.950838220368619425e-01 1.326612354819735273e+00 8.091657500963911342e-01 1.134984049850940258e+00 1.112519501491959772e+00 1.228551903077398144e+00 1.246578251653457814e+00 1.140484452736077792e+00
9.686811530561348915e-01 1.407268852604431242e+00 1.453822103083471040e+00 1.289592845554153655e+00 7.699408046544267137e-01 8.942987020407928700e-01 6.610544204746442443e-01 1.395368988280933031e+00
8.013852938572881834e-01 1.127929455368725575e+00 5.254890563676882786e-01 7.884272798208125099e-01 9.741900689558358195e-01 1.409447270287303322e+00 1.424058318959965597e+00 1.431023278993571068e+00
5.102010174042874713e-01 1.293379049169607109e+00 7.167057140379610169e-01 1.423638950551267657e+00 8.364606576625790435e-01 8.215506610687348665e-01 1.088108913613806905e+00 1.497572986452713639e+00
8.844088783619752370e-01 1.355138701370236953e+00 1.494694287736884952e+00 1.495458548899028406e+00 1.082216960493822100e+00 7.510198489073520722e-01 9.350767799921901879e-01 1.249809312742011347e+00
8.442562374516300316e-01 1.022186771454063559e+00 9.076892583132103454e-01 8.324059902682825474e-01 8.560960151102027238e-01 6.172349177559137701e-01 1.441224433160360974e+00 1.339809894858008832e+00
8.600519093708696161e-01 6.849230302584778940e-01 1.031725910810327829e+00 6.167594702683363295e-01 9.251752625069336045e-01 1.076279156654873281e+00 1.475532187084013902e+00 1.185943022393883384e+00
1.050496252552637122e+00 1.425226247260088286e+00 8.875710607809483843e-01 1.051162529773394194e+00 1.208220340127661441e+00 1.030359843332183445e+00 7.997771978517417280e-01 1.411652429439135492e+00
1.076905674398997981e+00 1.381592629097446512e+00 1.209248086590678950e+00 1.161368976728170743e+00 1.039760014943484023e+00 1.437354064427633027e+00 7.221749291902058721e-01 1.301664550028386547e+00
5.379237004160628555e-01 8.642700296171106356e-01 5.861002771178507320e-01 1.419367447721399556e+00 8.950166773056158487e-01 6.051509810440901527e-01 5.713967767752199389e-01 1.253624843354055995e+00
9.718899788269896867e-01 9.557364649471634666e-01 9.661622908591536163e-01 9.929195993325796721e-01 5.781755978089612169e-01 1.111422899137946230e+00 6.769980495985622460e-01 1.229799749757486182e+00
6.868358928206422798e-01 1.497888921589262790e+00 6.925577450608608743e-01 8.791603166414669879e-01 6.583753234724610826e-01 5.120431620240020187e-01 1.185475885928116924e+00 1.422209994421723911e+00
5.357544788614689857e-01 1.465335422296924595e+00 7.316357719564048345e-01 1.154257518268098526e+00 8.266742849031825102e-01 1.186784427199894631e+00 1.317244256765539578e+00 1.319368769916349882e+00
1.063659446503009143e+00 1.204981108648561561e+00 7.392371244880461267e-01 1.088683598433597854e+00 1.372954634705694010e+00 8.520658656858463020e-01 5.925192127481477833e-01 1.106172790709180509e+00
6.257248732564703042e-01 1.166038624900693765e+00 6.323601205571716122e-01 1.063419882786426740e+00 1.392572906351686068e+00 5.320837946484054948e-01 1.143922306084528939e+00 1.361128161697324757e+00
9.237939298273213362e-01 1.194015859452245643e+00 1.453085354646971306e+00 1.334285557479983897e+00 1.130767790347344759e+00 1.163980820414967088e+00 1.383944015732804456e+00 1.456326460796339983e+00
6.369929355370503865e-01 9.799707924816085658e-01 1.199093609996204179e+00 1.101870149097827767e+00 1.106489951407532590e+00 1.057315470248612055e+00 1.290723001846376894e+00 1.271751015972261811e+00
8.200460104141105155e-01 1.243604232719056402e+00 5.518919642958320937e-01 6.770248850859590384e-01 7.306259609204066585e-01 9.488478356844747275e-01 8.453232467320068722e-01 1.025014336079661081e+00
1.058028101012588706e+00 7.981282282281838558e-01 1.165895837687024539e+00 5.112704108327239538e-01 7.826828904760756433e-01 1.257000860459197344e+00 9.936093141350008651e-01 1.133318689733314955e+00
8.100359005367743226e-01 5.524585020142315228e-01 7.480205757524329702e-01 1.001053318406623482e+00 1.015963369085365109e+00 1.058597038219226016e+00 6.767211624906293022e-01 1.498781294263046959e+00
5.707160267330579906e-01 7.137357124744025949e-01 5.166345312166327197e-01 1.299019428387371278e+00 6.801889062758998961e-01 7.506613981733805119e-01 5.004405302564833846e-01 1.311943049399238115e+00
9.920090672421257860e-01 1.419277707607453198e+00 8.304730299494638146e-01 1.153227548290411741e+00 1.192119437485236633e+00 9.383726712280542337e-01 1.166166911852859478e+00 1.101622113686113735e+00
6.181674470098673657e-01 1.153252420787245658e+00 1.352113996140814622e+00 8.176169394149372938e-01 9.771791754672122243e-01 1.206191570399409496e+00 1.286636590221708287e+00 1.358039127985248395e+00
7.665276902149222860e-01 9.488529741494363678e-01 1.025578491012928861e+00 7.375589265912100290e-01 1.434073462913957986e+00 6.051925783363799605e-01 1.079724844560954411e+00 1.023868521095147921e+00
8.929162698612616023e-01 1.020721044372567388e+00 9.834560593796988215e-01 9.692087150133046336e-01 1.332117092455324725e+00 7.473172620471529859e-01 1.479214706307805383e+00 1.431213998562754330e+00
6.827859940013457640e-01 1.289725237338455122e+00 1.488389908975275233e+00 1.387000611987713627e+00 5.772386123956436688e-01 1.478349043089633552e+00 7.983698457992907116e-01 1.190785860368170468e+00
